latitud,longitud,addresses_roadtype_id,addresses_roadtype_name,addresses_road_name,addresses_road_id
41.42098586112135,2.099587929673552,,,Ctra Església,160007
41.396311253391424,2.1072570259147585,,,C Rábida,273353
41.37932819241353,2.107739056786728,,,Av Albert Bastardas,700811
41.41524382456094,2.1086342209204902,,,Gabriel Ferrater,50304
41.37852227053537,2.108768648660978,,,C General Batet,700907
41.38456852873157,2.1094394046493576,,,Av Diagonal,144601
41.39433185278547,2.1115767347502405,,,Av Pearson,248108
41.39940218424315,2.112199777559347,,,C Montevideo,218402
41.37833952844274,2.1132864987094315,,,C Cardenal Reig,65200
41.392520033928925,2.114967409096089,,,Sor Eulàlia d'Anzizu,328003
41.40262028359711,2.115102292721839,,,C Can Caralleu,58601
41.38890928588288,2.116514709515715,,,Carrer de Jordi Girona,169023
41.40167574739713,2.117049167834166,,,C Ràfols,273852
41.37870385314168,2.117180526318858,,,C Cardenal Reig,65200
41.39034641953064,2.117810151781552,,,C Dulcet,106001
41.3833569079077,2.1181888535525486,,,C Pascual i Vila,247353
41.38654937434819,2.1184352989192647,,,Av Diagonal,144601
41.42161843553102,2.118740285636823,,,Plaça del Tibidabo,335701
41.3777061847001,2.119004804837095,,,C Pintor Tapiró,257200
41.39604135893956,2.1194602767606807,,,Enric Giménez,110202
41.42179367685009,2.1197957867323467,,,Pl Tibidabo,335701
41.397576792774,2.1199379356081067,,,C Mendel,207701
41.39390619967619,2.1211872573336934,,,Carrer d'Eduardo Conde,107300
41.39374957203114,2.121963830470535,,,Santa Amèlia,312808
41.37813205779767,2.1219936236474464,,,Trav Corts,343903
41.42288663033951,2.122452328230644,,,Camí de Can Borni,69517
41.38914624270509,2.122553349394068,,,Jiménez i Iglesias,29104
41.40140824622511,2.122626694472471,,,Via Augusta,28000
41.39929570329813,2.123531416317628,,,C Hort de la Vila,157002
41.387053996155295,2.123956896300959,,,Av Diagonal,144601
41.39479511770534,2.124117408957852,,,Fontcoberta,130709
41.390680064262654,2.124268289181158,,,C Doctor Ferran,101700
41.379060608341824,2.125966871027216,,,Emèrita Augusta,108856
41.37996721919083,2.126006645868429,,,Trav Corts,343903
41.38132376004671,2.1262516820863997,,,Trav Corts,343903
41.39059694605795,2.126885535770078,,,Ptge Rosa Leveroni,134357
41.39345626377472,2.128687898396678,,,Pg Sant Joan Bosco,305201
41.38826987549862,2.128782316455014,,,Av Diagonal,144601
41.390323977616085,2.1288904326716365,,,Flos i Calcat,128059
41.38080369474528,2.129170503906372,,,Fígols,125006
41.38271945689916,2.12966591375854,,,Gerard Piera,700721
41.41609393601731,2.130839745769486,,,Av Tibidabo,101008
41.40335416512297,2.130960359692869,,,C Ganduxer,139805
41.40366083348111,2.1314784393711608,,,Maó,189803
41.37242263913515,2.1324980431422143,,,Carrer d'Antoni de Capmany,17706
41.39329452670943,2.1333917229930712,,,Ptge Ricard Zamora,701443
41.37837907902456,2.1334122098021124,,,Joan Güell,172403
41.38491336528375,2.1335326462367803,,,C Vallespir,352904
41.39996863404373,2.1335788480441584,,,Ganduxer,139805
41.39063297052693,2.133690322091076,,,Caravel.la la Niña,63703
41.42676173206655,2.134740241562044,,,C Cànoves,60705
41.40536533899808,2.135308972460361,,,C Muntaner,223606
41.41090504207735,2.1353308120104346,,,Pg Sant Gervasi,302000
41.4157696917074,2.1353909998606846,,,C Josep Garí,170000
41.3886374373518,2.1355574312182064,,,Carrer de Constança,89605
41.39314134177889,2.135608407108716,,,Carrer del Doctor Fleming,101904
41.385038122169874,2.135813646243058,,,Marquès de Sentmenat,199909
41.40960311452634,2.136004459420973,,,Ptge Maluquer,190904
41.36492871730164,2.136318854001666,,,Pl Ildefons Cerdà,160903
41.42584651716662,2.136566647910745,,,Natzaret,226604
41.35883305531073,2.136570351595846,,,Pl Sant Cristòfol,298810
41.38684157051108,2.1366261847980823,,,Nicaragua,227800
41.36102656268192,2.1367088188150576,,,C Foneria,137300
41.39196559276461,2.1371959203557087,,,Av Sarrià,320704
41.36437449049291,2.137749555318519,,,C Mineria,212406
41.35868827870441,2.1380613376395097,,,Carrer de la Mecànica,206607
41.37888989600432,2.1383570245016768,,,Comtes de Bell-lloc,88001
41.390389369333256,2.138376389148415,,,Entença,110803
41.42495383985393,2.138719495862864,,,Carrer del Lledoner,184005
41.38204129193082,2.138755877693606,,,C Robrenyo,285104
41.38763361496539,2.1392774628599005,,,Carrer del Montnegre,219100
41.388228506917976,2.139411091038567,,,C Montnegre,219100
41.360236193911376,2.139615634878941,,,Foneria,137300
41.40161305479784,2.1397735122452017,,,Carrer de Muntaner,223606
41.37653564822331,2.139874006322372,,,Carrer de Muntadas,223504
41.39904051559378,2.140179532716965,,,Carrer de Freixa,134404
41.38307311248152,2.14064642439631,,,Robrenyo,285104
41.427728364374765,2.140746507324218,,,Arquitectura,25500
41.37274705563819,2.1407821790178123,,,Gaiarre,142504
41.41032319278719,2.1407880011566567,,,Espinoi,115206
41.43592904989888,2.1409312542675263,,,Pg Vall d'Hebron,352507
41.368634514222805,2.14105045396157,,,G.V. Corts Catalanes,169409
41.37012820294741,2.141207701348071,,,C Cuyàs,96000
41.35757415117613,2.141405753452258,,,Pg Zona Franca,369408
41.42219349572098,2.1414074544650044,,,Arenys,22400
41.385688059832844,2.141747531666055,,,Pl Caba,52503
41.41343223081007,2.141832834710263,,,C Esteve Terradas,116901
41.41693061236538,2.141848467458373,,,Av Vallcarca,158107
41.39410523623182,2.1419158924657906,,,Av Pau Casals,143507
41.35813057147215,2.1421295392287054,,,Foc,135203
41.40774734930597,2.1425177258809422,,,C Manacor,191408
41.410819046980855,2.14255769920195,,,C Portolà,263804
41.43250966110126,2.142646475130079,,,C Poesia,260806
41.35940601819005,2.1428221080393035,,,C Mare de Déu de Port,230601
41.407464947326254,2.1430348062786257,,,C Manacor,191408
41.3564820545708,2.143159808741492,,,Pg Zona Franca,369408
41.40554846163865,2.14340824232278,,,Rda General Mitre,143904
41.41123159253481,2.143988466465584,,,Av República Argentina,279600
41.41277639924962,2.144192188013562,,,Viaducte de Vallcarca,358300
41.40190748902283,2.1445309541605844,,,Carrer de Brusi,50202
41.41052351533626,2.1446039272005524,,,Costa,95608
41.4116593851312,2.144758244840197,,,Av República Argentina,279600
41.35939523618376,2.144808762527653,,,Foc,135203
41.39098475931237,2.145255205929556,,,Buenos Aires,51205
41.38119391865895,2.1454584855503582,,,Avinguda de Roma,287201
41.3870231530162,2.1455554093811835,,,Carrer de Calàbria,54509
41.397897961749294,2.145591339075409,,,Tavern,332204
41.38542222450258,2.1457298000042595,,,C Rocafort,285807
41.41325448470696,2.145944208997487,,,Carrer de la Mare de Déu dels Reis,230805
41.419264262411424,2.1462520569914068,,,Pg Mare de Déu del Coll,230000
41.38951015269185,2.146402382506317,,,Carrer del Comte Borrell,87009
41.38949395352345,2.1464153989529837,,,C Comte Borrell,87009
41.392238511822384,2.1466182423244065,,,Carrer de Buenos Aires,51205
41.37466510611165,2.1466294160580546,,,C Vidriol,360301
41.36914809976752,2.1467430809493484,,,Av Francesc Ferrer Guàrdia,198702
41.43225574768443,2.1468802640256657,,,Jorge Manrique,169103
41.39627461437971,2.146889296259856,,,C Muntaner,223606
41.37883814100107,2.1473335958888007,,,Carrer d'Aragó,18505
41.4335657076192,2.1474785392754883,,,Berruguete,41201
41.43795704876439,2.1475613087947547,,,Passeig dels Castanyers,72158
41.42660537548248,2.147575619309494,,,C Granja Vella,700825
41.43124231829737,2.1483932883821786,,,Juan de Mena,172709
41.39931373822779,2.1488412870625373,,,C Alfons XII,8501
41.35439614126615,2.149011845799688,,,C Mare de Déu de Port,230601
41.35439601685321,2.149012074553124,,,C Mare de Déu de Port,230601
41.42736654472414,2.1493051264770284,,,Avinguda del Cardenal Vidal i Barraquer,700827
41.38637821024604,2.1495931040167817,,,Carrer de Provença,268003
41.390385228782456,2.1509795641937965,,,Carrer de Còrsega,90502
41.38872228496438,2.151024116769772,,,Carrer del Rosselló,289105
41.42969190027591,2.15131477992075,,,Av Cardenal Vidal Barraquer,700827
41.386904180935765,2.1520437522177067,,,Carrer del Comte d'Urgell,349706
41.366998796852336,2.1523101998969025,,,Avinguda dels Montanyans,217002
41.4092608672373,2.1526212419493542,,,Mossèn Batlle,700658
41.43226118482405,2.152778867095455,,,Av Cardenal Vidal Barraquer,700827
41.44061374485372,2.1527809830615108,,,C Síndic Rahola,701638
41.359762298488135,2.152843732558814,,,Passeig del Migdia,700690
41.36609351846864,2.152965473661524,,,Av Estadi,116402
41.39006208376871,2.1529711276398347,,,C Casanova,70607
41.41350924872243,2.1531271963876577,,,Carrer d'Olot,234908
41.42263286964232,2.153308491000778,,,Llobregós,185700
41.39042902342673,2.1533107565639185,,,Carrer del Rosselló,289105
41.37914804834278,2.153372915945224,,,Carrer de Rocafort,285807
41.4073793795033,2.154030305196104,,,C Sant Salvador,310802
41.43107919974659,2.154259435001784,,,Av Estatut de Catalunya,700651
41.38172001776965,2.1544803241794432,,,Carrer de Viladomat,361406
41.39243455892933,2.154985585974796,,,Carrer del Rosselló,289105
41.41516676215983,2.155269268607678,,,Ctra Carmel,67001
41.38263747374256,2.15552474177204,,,Carrer del Comte Borrell,87009
41.37909660891617,2.1560671072867783,,,Carrer de Calàbria,54509
41.3671333000304,2.156511461067073,,,Av Estadi,116402
41.41813481606472,2.156577755133592,,,Ctra Carmel,67001
41.37904847535037,2.1571451648239623,,,Carrer de Sepúlveda,323203
41.37053826503267,2.1572720150890574,,,C Lleida,178400
41.42769015831456,2.157447662343646,,,C Dante Alighieri,97807
41.43630327476819,2.1578240406820526,,,C Lloret de Mar,186204
41.36737335320753,2.158018965009194,,,Passeig de Santa Madrona,316809
41.36812384413011,2.158482875531215,,,Pg Santa Madrona,316809
41.37014353208927,2.158621128519657,,,Pg Santa Madrona,316809
41.40557115587016,2.1586241741465275,,,Carrer de l'Encarnació,109203
41.364103174008655,2.15874551177556,,,Carrer del Doctor Font i Quer,700701
41.37753549088047,2.1587727843120508,,,Avinguda de Mistral,213908
41.39738205805117,2.159002039604903,,,Pg Gràcia,148307
41.38357457590137,2.1591661776855657,,,C Villarroel,363809
41.376675184893614,2.1592652707595708,,,Carrer de Calàbria,54509
41.396131607667456,2.159538941393651,,,Passeig de Gràcia,148307
41.42748106849125,2.159570336326216,,,C Grífols,150604
41.36140547477188,2.1597293853420427,,,Pg Migdia,700690
41.368292261821246,2.1601492925476364,,,Av Miramar,213307
41.37637095451236,2.160351170118098,,,Carrer de Manso,192502
41.38063710862745,2.160358651511553,,,Carrer del Comte d'Urgell,349706
41.36829695911561,2.160979651846159,,,Av Miramar,213307
41.36642386779285,2.16125999367742,,,C Doctor Font i Quer,700701
41.39824492278454,2.162312408547999,,,Carrer de Roger de Llúria,176801
41.39622434116736,2.162735015218643,,,Carrer de Pau Claris,247659
41.381849883524495,2.162758957752457,,,Carrer de Floridablanca,127704
41.37742541113506,2.162795360343474,,,Carrer del Comte Borrell,87009
41.36885056534847,2.1630513619866973,,,Av Miramar,213307
41.43346223343624,2.1634471242007627,,,Passeig de Fabra i Puig,119003
41.38784455590361,2.163452092831893,,,Carrer de la Diputació,100800
41.41740107744514,2.1639253838246706,,,Pl Font Castellana,135702
41.3865770289631,2.16403049732852,,,G.V. Corts Catalanes,169409
41.4277578202143,2.164654527288568,,,Pg Maragall,194406
41.3751703874243,2.164970618039537,,,Avinguda del Paral·lel,198804
41.36867092135471,2.165012850406953,,,Plaça de Dante,97705
41.41357708464317,2.1654810232921857,,,Pl Alfons el Savi,8807
41.37046396116055,2.1658337161656225,,,C Nou de la Rambla,86902
41.39451893034836,2.1659008246716773,,,Carrer de València,350308
41.44296160942353,2.1659541496737007,,,C Miguel Hernández,700815
41.4136431206065,2.166586088461681,,,Camèlies,56504
41.38403193047776,2.167331566974877,,,C Montalegre,216906
41.405576512012246,2.167687591797475,,,Sicília,325005
41.39479752399747,2.1678356444626248,,,Passatge del Rector Oliveras,246601
41.38888657157082,2.1679803401568054,,,G.V. Corts Catalanes,169409
41.40977850723608,2.168658421542334,,,C Marina,197302
41.38350225179667,2.1687645955837462,,,Carrer d'Elisabets,108506
41.40476853682401,2.1691315376296347,,,C Sicília,325005
41.39309052605406,2.169153046082549,,,Carrer de Roger de Llúria,176801
41.36693458020852,2.169190267865246,,,Carretera de Montjuïc,218504
41.37650077245051,2.16931451433491,,,Sant Pau,308505
41.39988081391009,2.1694344399364667,,,Passeig de Sant Joan,305100
41.41948943678852,2.169613897166294,,,Garriga i Roca,141206
41.38108881941955,2.169811468590316,,,Hospital,157909
41.3816748521253,2.1698701741655286,,,C Floristes de la Rambla,127806
41.416006230644655,2.1699197153982093,,,Av Mare de Déu de Montserrat,365702
41.388986113064114,2.1699973675495325,,,Carrer de Casp,71600
41.37192068979768,2.1701826605872294,,,Passeig de Montjuïc,218606
41.37631144514348,2.1702808171636128,,,Tàpies,330300
41.43095902227154,2.1703273038218924,,,Pg Peira,250802
41.40342763386252,2.170572319182133,,,Rosselló,289105
41.40796085984799,2.171030080755086,,,Carrer de la Indústria,161407
41.44622249771628,2.171156906606161,,,C Artesania,26605
41.4368445525108,2.1712296246319656,,,Pl Major de Nou Barris,701639
41.394705643823904,2.1715220785730867,,,Carrer de Girona,145003
41.40179726989525,2.1716724323305296,,,Carrer de Nàpols,225500
41.36961505587559,2.17232416934953,,,Ctra Miramar,213409
41.37448327029571,2.172430025242432,,,Av Paral.lel,198804
41.37732863079318,2.17249766082382,,,C Nou de la Rambla,86902
41.39889739448143,2.172745125885269,,,Carrer de Roger de Flor,286504
41.40197393230216,2.1728272813678537,,,Pl Sagrada Família,292201
41.40455109461742,2.173317142725673,,,Passatge de Simó,325800
41.393570777835656,2.173330385998169,,,Gran Via de les Corts Catalanes,169409
41.43465289400298,2.173545947718336,,,C Deià,100209
41.43904973751512,2.1744888744706907,,,Pl de la República,186601
41.3725776684158,2.174637822860927,,,Vila i Vilà,361009
41.37287599278931,2.174862325367673,,,Pg Josep Carner,700025
41.418061038351816,2.174866842344611,,,Antic del Guinardó,17557
41.45951244675095,2.1750530030980126,,,Avinguda dels Rasos de Peguera,275600
41.3971458629275,2.175076030705493,,,Carrer de Roger de Flor,286504
41.394513419470094,2.1754773789935244,,,Pl Tetuan,335100
41.40653145412249,2.1754866422691004,,,Jardins de les Treballadores de la Numax,701930
41.4050563057242,2.1755311321584228,,,Pl Gaudí,142355
41.42771563875548,2.175718380948309,,,C Costa i Cuxart,8603
41.375981756802304,2.1760573876381613,,,Avinguda de les Drassanes,140203
41.40995851184003,2.1770124965475017,,,Carrer de Còrsega,90502
41.43354088046919,2.1771519171502733,,,Pl Sóller,327703
41.40884184106481,2.178438240083388,,,Carrer del Rosselló,289105
41.42704189433846,2.1785261828350926,,,Felip II,121402
41.41426519749023,2.1785970770178253,,,C Sant Antoni Maria Claret,297001
41.44818476886138,2.178597947109884,,,C Nou Barris,267816
41.4005493193399,2.178975150453768,,,Carrer de la Marina,197302
41.38300055778058,2.179464430011531,,,C Sots-tinent Navarro,328706
41.40409793289094,2.179799017458388,,,Carrer de Padilla,238400
41.393871248178975,2.1802251621629414,,,Carretera Antiga d'Horta,17466
41.40065554779903,2.1805386383036622,,,Carrer de la Diputació,100800
41.434302563565325,2.1807441254908606,,,C Pintor Alsamora,256401
41.3983943298128,2.181808302829212,,,Carrer de la Marina,197302
41.40064539572248,2.182758231950628,,,Gran Via de les Corts Catalanes,169409
41.44627491871234,2.1828602593903743,,,Via Favència,120807
41.42211513121085,2.183129066949744,,,C Jordi de Sant Jordi,168905
41.436593069404815,2.183157005742885,,,C Rosselló i Porcel,289852
41.39612410378232,2.183182766254142,,,Carrer de Sardenya,76807
41.39367157911195,2.1839578397165678,,,Carrer de Nàpols,225500
41.37680536906014,2.1843840154597025,,,Moll Espanya,541576
41.449616932711336,2.1851898009580086,,,C Tamariu,330005
41.403683456120994,2.185280951483654,,,Plaça de les Glòries Catalanes,146902
41.38633657544665,2.185381778970792,,,Passeig de Picasso,201400
41.40164208118341,2.185564297133557,,,Pl Glòries Catalanes,146902
41.386153673583415,2.1871870138081797,,,Parc Ciutadella,246259
41.420779854123154,2.188254105304773,,,C Hondures,156509
41.444421063133845,2.188638562006768,,,C Gran de Sant Andreu,296202
41.412218402872526,2.1887155595871257,,,C València,350308
41.40191375197916,2.1887374394493406,,,C Àvila,29206
41.40421438991055,2.189077717717574,,,Av Diagonal,144601
41.44124821570757,2.189716845737701,,,Valentí Iglésias,350705
41.40847228003916,2.1900153665666733,,,Escultors Claperós,113506
41.42688804853377,2.190739286407059,,,C Sagrera,292507
41.3923548800096,2.191460787027334,,,C Llull,186703
41.434925914293984,2.191738858342075,,,Carrer del Segre,322007
41.40301853453876,2.1922204602052937,,,C Ciutat de Granada,148704
41.43483282206298,2.1932928240604213,,,C Sant Adrià,295709
41.3889993175699,2.193466781947299,,,Av Icària,62609
41.38205501687279,2.193838416918405,,,Passeig Marítim de la Barceloneta - Oriol Bohigas,197903
41.41162448134339,2.194280763269848,,,C Lope de Vega,180401
41.40491751304483,2.1943004594477817,,,Av Diagonal,144601
41.395142955127184,2.1945261956868345,,,Àlaba,4908
41.3879985899126,2.194734456553085,,,Marina,197302
41.42778891067299,2.194746288213369,,,Jardins d'Antònia Pich i Santasusanna,701955
41.40387167479853,2.1949132863342933,,,C Llacuna,183603
41.38631260802294,2.195094646620497,,,Avinguda del Litoral,700654
41.449268825219306,2.1956548753915466,,,Pg Santa Coloma,314100
41.43809175061317,2.195936129425337,,,Ferran Junoy,123306
41.43634320300456,2.196101084364239,,,Passeig de l'Havana,701292
41.41989650584673,2.198051769477209,,,C Menorca,208205
41.44731312584859,2.19871115503559,,,Campins,57609
41.389048081071486,2.1991766508205544,,,Av Litoral,700654
41.40379957835931,2.199436307435502,,,C Marià Aguiló,196707
41.40679356695045,2.199757373643509,,,Av Diagonal,144601
41.391532179445136,2.201624246671236,,,Jaume Vicens i Vives,700667
41.40633543755732,2.201661451325657,,,Camí Antic de València,17579
41.416482630468536,2.202340412388594,,,C Jordi Rubió i Balaguer,700731
41.40238689007209,2.204896714047769,,,C Bilbao,42306
41.40379216389054,2.2056310183411125,,,C Llull,186703
41.40426650204561,2.2074071363962013,,,Ramon Turró,110009
41.39727971819072,2.207470604184096,,,Av Litoral,700654
41.401402084881234,2.209081556822592,,,Carrer d'Espronceda,115603
41.41307054790584,2.209628537621381,,,C Cristóbal de Moura,94300
41.40386703390893,2.209957203592256,,,Carrer dels Pellaires,95801
41.40232349200489,2.2106231077244987,,,Carrer de Bac de Roda,30409
41.40298554153319,2.211229278665123,,,Carrer de Josep Ferrater i Móra,701205
41.41740022783761,2.2121733489011537,,,Pl Jaume Huguet,165612
41.40849031137141,2.212231951523546,,,Carrer de Llull,186703
41.40360835888967,2.213355360398716,,,Carrer de Provençals,267907
41.404717048212895,2.213498149079968,,,Carrer de la Selva de Mar,322608
41.403082214514825,2.213516046803923,,,Passeig de Garcia Fària,700892
41.41722742418654,2.2156580187174053,,,C Pere Moragues,250100
41.41106682138965,2.221714876463801,,,Pl Fòrum,701612
41.40918252937949,2.225432462054709,,,Pl Fòrum,701612
41.40879244777238,2.227513379115536,,,Pl Fòrum,701612
